Dataset,Attack,Model,Metric,Value
adult,mim,lr,eval_Sen,2.4898486
adult,mim,lr,eval_Mahalanobis,0.07874123
adult,mim,lr,eval_Sparsity,3.6779084
adult,mim,lr,eval_Neighbour_Distance,0.4559946
adult,mim,svc,eval_L1,1.0903648
adult,mim,svc,eval_L2,0.5655635
adult,mim,svc,eval_Linf,0.29999876
adult,mim,svc,eval_Sen,2.5019662
adult,mim,svc,eval_Mahalanobis,0.07882626
adult,mim,svc,eval_Sparsity,3.6946163
adult,mim,svc,eval_Neighbour_Distance,0.45711246
adult,mim,nn_2,eval_L1,1.0914582
adult,mim,nn_2,eval_L2,0.566316
adult,mim,nn_2,eval_Linf,0.29995835
adult,mim,nn_2,eval_Sen,2.5018816
adult,mim,nn_2,eval_Mahalanobis,0.07863697
adult,mim,nn_2,eval_Sparsity,3.6919863
adult,mim,nn_2,eval_Neighbour_Distance,0.45481202
adult,pgd_l_1,lr,eval_L1,0.12671357
adult,pgd_l_1,lr,eval_L2,0.091844305
adult,pgd_l_1,lr,eval_Linf,0.08855361
adult,pgd_l_1,lr,eval_Sen,0.37320557
adult,pgd_l_1,lr,eval_Mahalanobis,0.0077176727
adult,pgd_l_1,lr,eval_Sparsity,3.6779084
adult,pgd_l_1,lr,eval_Neighbour_Distance,0.08335003
adult,pgd_l_1,svc,eval_L1,0.14022201
adult,pgd_l_1,svc,eval_L2,0.11178553
adult,pgd_l_1,svc,eval_Linf,0.10996303
adult,pgd_l_1,svc,eval_Sen,0.43192893
adult,pgd_l_1,svc,eval_Mahalanobis,0.00883616
adult,pgd_l_1,svc,eval_Sparsity,3.6946163
adult,pgd_l_1,svc,eval_Neighbour_Distance,0.10087285
adult,pgd_l_1,nn_2,eval_L1,0.14258574
adult,pgd_l_1,nn_2,eval_L2,0.10498676
adult,pgd_l_1,nn_2,eval_Linf,0.100991584
adult,pgd_l_1,nn_2,eval_Sen,0.41618642
adult,pgd_l_1,nn_2,eval_Mahalanobis,0.0092167435
adult,pgd_l_1,nn_2,eval_Sparsity,3.690594
adult,pgd_l_1,nn_2,eval_Neighbour_Distance,0.0930279
adult,pgd_l_2,lr,eval_L1,0.36579475
adult,pgd_l_2,lr,eval_L2,0.26317754
adult,pgd_l_2,lr,eval_Linf,0.25099665
adult,pgd_l_2,lr,eval_Sen,1.0493095
adult,pgd_l_2,lr,eval_Mahalanobis,0.023231711
adult,pgd_l_2,lr,eval_Sparsity,3.6779084
adult,pgd_l_2,lr,eval_Neighbour_Distance,0.23071475
adult,pgd_l_2,svc,eval_L1,0.32955948
adult,pgd_l_2,svc,eval_L2,0.2598012
adult,pgd_l_2,svc,eval_Linf,0.2532611
adult,pgd_l_2,svc,eval_Sen,0.9945596
adult,pgd_l_2,svc,eval_Mahalanobis,0.0213117
adult,pgd_l_2,svc,eval_Sparsity,3.6946163
adult,pgd_l_2,svc,eval_Neighbour_Distance,0.23205078
adult,pgd_l_2,nn_2,eval_L1,0.33953688
adult,pgd_l_2,nn_2,eval_L2,0.25329947
adult,pgd_l_2,nn_2,eval_Linf,0.24366003
adult,pgd_l_2,nn_2,eval_Sen,0.98788166
adult,pgd_l_2,nn_2,eval_Mahalanobis,0.02247444
adult,pgd_l_2,nn_2,eval_Sparsity,3.6944616
adult,pgd_l_2,nn_2,eval_Neighbour_Distance,0.22420721
adult,pgd_l_inf,lr,eval_L1,1.08636
adult,pgd_l_inf,lr,eval_L2,0.5644199
adult,pgd_l_inf,lr,eval_Linf,0.2999981
adult,pgd_l_inf,lr,eval_Sen,2.4898486
adult,pgd_l_inf,lr,eval_Mahalanobis,0.07874123
adult,pgd_l_inf,lr,eval_Sparsity,3.6779084
adult,pgd_l_inf,lr,eval_Neighbour_Distance,0.4559946
adult,pgd_l_inf,svc,eval_L1,1.0903648
adult,pgd_l_inf,svc,eval_L2,0.5655635
adult,pgd_l_inf,svc,eval_Linf,0.29999876
adult,pgd_l_inf,svc,eval_Sen,2.5019662
adult,pgd_l_inf,svc,eval_Mahalanobis,0.07882626
adult,pgd_l_inf,svc,eval_Sparsity,3.6946163
adult,pgd_l_inf,svc,eval_Neighbour_Distance,0.45711246
adult,pgd_l_inf,nn_2,eval_L1,1.0914582
adult,pgd_l_inf,nn_2,eval_L2,0.566316
adult,pgd_l_inf,nn_2,eval_Linf,0.29995835
adult,pgd_l_inf,nn_2,eval_Sen,2.5018816
adult,pgd_l_inf,nn_2,eval_Mahalanobis,0.07863697
adult,pgd_l_inf,nn_2,eval_Sparsity,3.6919863
adult,pgd_l_inf,nn_2,eval_Neighbour_Distance,0.45481202
