Dataset,Attack,Model,Metric,Value
breast_cancer,lowprofool_l_2,svc,robust_accuracy,0.015625
breast_cancer,lowprofool_l_2,nn_2,groundtruth_attack_success,0.96875
breast_cancer,lowprofool_l_2,nn_2,pred_attack_success,1.0
breast_cancer,lowprofool_l_2,nn_2,original_accuracy,0.96875
breast_cancer,lowprofool_l_2,nn_2,robust_accuracy,0.03125
breast_cancer,lowprofool_l_inf,lr,groundtruth_attack_success,0.984375
breast_cancer,lowprofool_l_inf,lr,pred_attack_success,1.0
breast_cancer,lowprofool_l_inf,lr,original_accuracy,0.984375
breast_cancer,lowprofool_l_inf,lr,robust_accuracy,0.015625
breast_cancer,lowprofool_l_inf,svc,groundtruth_attack_success,0.984375
breast_cancer,lowprofool_l_inf,svc,pred_attack_success,1.0
breast_cancer,lowprofool_l_inf,svc,original_accuracy,0.984375
breast_cancer,lowprofool_l_inf,svc,robust_accuracy,0.015625
breast_cancer,lowprofool_l_inf,nn_2,groundtruth_attack_success,0.96875
breast_cancer,lowprofool_l_inf,nn_2,pred_attack_success,1.0
breast_cancer,lowprofool_l_inf,nn_2,original_accuracy,0.96875
breast_cancer,lowprofool_l_inf,nn_2,robust_accuracy,0.03125
breast_cancer,fgsm_l_1,lr,groundtruth_attack_success,0.046875
breast_cancer,fgsm_l_1,lr,pred_attack_success,0.03125
breast_cancer,fgsm_l_1,lr,original_accuracy,0.984375
breast_cancer,fgsm_l_1,lr,robust_accuracy,0.953125
breast_cancer,fgsm_l_1,svc,groundtruth_attack_success,0.046875
breast_cancer,fgsm_l_1,svc,pred_attack_success,0.03125
breast_cancer,fgsm_l_1,svc,original_accuracy,0.984375
breast_cancer,fgsm_l_1,svc,robust_accuracy,0.953125
breast_cancer,fgsm_l_1,nn_2,groundtruth_attack_success,0.09375
breast_cancer,fgsm_l_1,nn_2,pred_attack_success,0.125
breast_cancer,fgsm_l_1,nn_2,original_accuracy,0.96875
breast_cancer,fgsm_l_1,nn_2,robust_accuracy,0.90625
breast_cancer,fgsm_l_2,lr,groundtruth_attack_success,0.234375
breast_cancer,fgsm_l_2,lr,pred_attack_success,0.25
breast_cancer,fgsm_l_2,lr,original_accuracy,0.984375
breast_cancer,fgsm_l_2,lr,robust_accuracy,0.765625
breast_cancer,fgsm_l_2,svc,groundtruth_attack_success,0.484375
breast_cancer,fgsm_l_2,svc,pred_attack_success,0.5
breast_cancer,fgsm_l_2,svc,original_accuracy,0.984375
breast_cancer,fgsm_l_2,svc,robust_accuracy,0.515625
breast_cancer,fgsm_l_2,nn_2,groundtruth_attack_success,0.65625
breast_cancer,fgsm_l_2,nn_2,pred_attack_success,0.6875
breast_cancer,fgsm_l_2,nn_2,original_accuracy,0.96875
breast_cancer,fgsm_l_2,nn_2,robust_accuracy,0.34375
breast_cancer,fgsm_l_inf,lr,groundtruth_attack_success,0.96875
breast_cancer,fgsm_l_inf,lr,pred_attack_success,0.984375
breast_cancer,fgsm_l_inf,lr,original_accuracy,0.984375
breast_cancer,fgsm_l_inf,lr,robust_accuracy,0.03125
breast_cancer,fgsm_l_inf,svc,groundtruth_attack_success,0.984375
breast_cancer,fgsm_l_inf,svc,pred_attack_success,1.0
breast_cancer,fgsm_l_inf,svc,original_accuracy,0.984375
breast_cancer,fgsm_l_inf,svc,robust_accuracy,0.015625
breast_cancer,fgsm_l_inf,nn_2,groundtruth_attack_success,0.96875
breast_cancer,fgsm_l_inf,nn_2,pred_attack_success,1.0
breast_cancer,fgsm_l_inf,nn_2,original_accuracy,0.96875
breast_cancer,fgsm_l_inf,nn_2,robust_accuracy,0.03125
breast_cancer,bim,lr,groundtruth_attack_success,0.96875
breast_cancer,bim,lr,pred_attack_success,0.984375
breast_cancer,bim,lr,original_accuracy,0.984375
breast_cancer,bim,lr,robust_accuracy,0.03125
breast_cancer,bim,svc,groundtruth_attack_success,0.984375
breast_cancer,bim,svc,pred_attack_success,1.0
breast_cancer,bim,svc,original_accuracy,0.984375
breast_cancer,bim,svc,robust_accuracy,0.015625
breast_cancer,bim,nn_2,groundtruth_attack_success,0.96875
breast_cancer,bim,nn_2,pred_attack_success,1.0
breast_cancer,bim,nn_2,original_accuracy,0.96875
breast_cancer,bim,nn_2,robust_accuracy,0.03125
breast_cancer,mim,lr,groundtruth_attack_success,0.96875
breast_cancer,mim,lr,pred_attack_success,0.984375
breast_cancer,mim,lr,original_accuracy,0.984375
breast_cancer,mim,lr,robust_accuracy,0.03125
breast_cancer,mim,svc,groundtruth_attack_success,0.984375
breast_cancer,mim,svc,pred_attack_success,1.0
breast_cancer,mim,svc,original_accuracy,0.984375
breast_cancer,mim,svc,robust_accuracy,0.015625
breast_cancer,mim,nn_2,groundtruth_attack_success,0.96875
breast_cancer,mim,nn_2,pred_attack_success,1.0
breast_cancer,mim,nn_2,original_accuracy,0.96875
breast_cancer,mim,nn_2,robust_accuracy,0.03125
breast_cancer,pgd_l_1,lr,groundtruth_attack_success,0.046875
breast_cancer,pgd_l_1,lr,pred_attack_success,0.03125
breast_cancer,pgd_l_1,lr,original_accuracy,0.984375
breast_cancer,pgd_l_1,lr,robust_accuracy,0.953125
breast_cancer,pgd_l_1,svc,groundtruth_attack_success,0.046875
breast_cancer,pgd_l_1,svc,pred_attack_success,0.03125
breast_cancer,pgd_l_1,svc,original_accuracy,0.984375
breast_cancer,pgd_l_1,svc,robust_accuracy,0.953125
breast_cancer,pgd_l_1,nn_2,groundtruth_attack_success,0.09375
breast_cancer,pgd_l_1,nn_2,pred_attack_success,0.125
breast_cancer,pgd_l_1,nn_2,original_accuracy,0.96875
breast_cancer,pgd_l_1,nn_2,robust_accuracy,0.90625
breast_cancer,pgd_l_2,lr,groundtruth_attack_success,0.234375
breast_cancer,pgd_l_2,lr,pred_attack_success,0.25
breast_cancer,pgd_l_2,lr,original_accuracy,0.984375
breast_cancer,pgd_l_2,lr,robust_accuracy,0.765625
breast_cancer,pgd_l_2,svc,groundtruth_attack_success,0.484375
breast_cancer,pgd_l_2,svc,pred_attack_success,0.5
breast_cancer,pgd_l_2,svc,original_accuracy,0.984375
breast_cancer,pgd_l_2,svc,robust_accuracy,0.515625
breast_cancer,pgd_l_2,nn_2,groundtruth_attack_success,0.6875
breast_cancer,pgd_l_2,nn_2,pred_attack_success,0.71875
breast_cancer,pgd_l_2,nn_2,original_accuracy,0.96875
breast_cancer,pgd_l_2,nn_2,robust_accuracy,0.3125
breast_cancer,pgd_l_inf,lr,groundtruth_attack_success,0.96875
breast_cancer,pgd_l_inf,lr,pred_attack_success,0.984375
breast_cancer,pgd_l_inf,lr,original_accuracy,0.984375
breast_cancer,pgd_l_inf,lr,robust_accuracy,0.03125
breast_cancer,pgd_l_inf,svc,groundtruth_attack_success,0.984375
breast_cancer,pgd_l_inf,svc,pred_attack_success,1.0
breast_cancer,pgd_l_inf,svc,original_accuracy,0.984375
breast_cancer,pgd_l_inf,svc,robust_accuracy,0.015625
breast_cancer,pgd_l_inf,nn_2,groundtruth_attack_success,0.96875
breast_cancer,pgd_l_inf,nn_2,pred_attack_success,1.0
breast_cancer,pgd_l_inf,nn_2,original_accuracy,0.96875
breast_cancer,pgd_l_inf,nn_2,robust_accuracy,0.03125
