Dataset,Attack,Model,Metric,Value
diabetes,fgsm_l_inf,lr,robust_accuracy,0.25
diabetes,fgsm_l_inf,svc,groundtruth_attack_success,0.7578125
diabetes,fgsm_l_inf,svc,pred_attack_success,1.0
diabetes,fgsm_l_inf,svc,original_accuracy,0.7578125
diabetes,fgsm_l_inf,svc,robust_accuracy,0.2421875
diabetes,fgsm_l_inf,nn_2,groundtruth_attack_success,0.7265625
diabetes,fgsm_l_inf,nn_2,pred_attack_success,1.0
diabetes,fgsm_l_inf,nn_2,original_accuracy,0.7265625
diabetes,fgsm_l_inf,nn_2,robust_accuracy,0.2734375
diabetes,bim,lr,groundtruth_attack_success,0.75
diabetes,bim,lr,pred_attack_success,0.9921875
diabetes,bim,lr,original_accuracy,0.7578125
diabetes,bim,lr,robust_accuracy,0.25
diabetes,bim,svc,groundtruth_attack_success,0.7578125
diabetes,bim,svc,pred_attack_success,1.0
diabetes,bim,svc,original_accuracy,0.7578125
diabetes,bim,svc,robust_accuracy,0.2421875
diabetes,bim,nn_2,groundtruth_attack_success,0.7265625
diabetes,bim,nn_2,pred_attack_success,1.0
diabetes,bim,nn_2,original_accuracy,0.7265625
diabetes,bim,nn_2,robust_accuracy,0.2734375
diabetes,mim,lr,groundtruth_attack_success,0.75
diabetes,mim,lr,pred_attack_success,0.9921875
diabetes,mim,lr,original_accuracy,0.7578125
diabetes,mim,lr,robust_accuracy,0.25
diabetes,mim,svc,groundtruth_attack_success,0.7578125
diabetes,mim,svc,pred_attack_success,1.0
diabetes,mim,svc,original_accuracy,0.7578125
diabetes,mim,svc,robust_accuracy,0.2421875
diabetes,mim,nn_2,groundtruth_attack_success,0.7265625
diabetes,mim,nn_2,pred_attack_success,1.0
diabetes,mim,nn_2,original_accuracy,0.7265625
diabetes,mim,nn_2,robust_accuracy,0.2734375
diabetes,pgd_l_1,lr,groundtruth_attack_success,0.3671875
diabetes,pgd_l_1,lr,pred_attack_success,0.46875
diabetes,pgd_l_1,lr,original_accuracy,0.7578125
diabetes,pgd_l_1,lr,robust_accuracy,0.6328125
diabetes,pgd_l_1,svc,groundtruth_attack_success,0.3984375
diabetes,pgd_l_1,svc,pred_attack_success,0.546875
diabetes,pgd_l_1,svc,original_accuracy,0.7578125
diabetes,pgd_l_1,svc,robust_accuracy,0.6015625
diabetes,pgd_l_1,nn_2,groundtruth_attack_success,0.3125
diabetes,pgd_l_1,nn_2,pred_attack_success,0.3984375
diabetes,pgd_l_1,nn_2,original_accuracy,0.7265625
diabetes,pgd_l_1,nn_2,robust_accuracy,0.6875
diabetes,pgd_l_2,lr,groundtruth_attack_success,0.59375
diabetes,pgd_l_2,lr,pred_attack_success,0.8046875
diabetes,pgd_l_2,lr,original_accuracy,0.7578125
diabetes,pgd_l_2,lr,robust_accuracy,0.40625
diabetes,pgd_l_2,svc,groundtruth_attack_success,0.6875
diabetes,pgd_l_2,svc,pred_attack_success,0.8984375
diabetes,pgd_l_2,svc,original_accuracy,0.7578125
diabetes,pgd_l_2,svc,robust_accuracy,0.3125
diabetes,pgd_l_2,nn_2,groundtruth_attack_success,0.5859375
diabetes,pgd_l_2,nn_2,pred_attack_success,0.8125
diabetes,pgd_l_2,nn_2,original_accuracy,0.7265625
diabetes,pgd_l_2,nn_2,robust_accuracy,0.4140625
diabetes,pgd_l_inf,lr,groundtruth_attack_success,0.75
diabetes,pgd_l_inf,lr,pred_attack_success,0.9921875
diabetes,pgd_l_inf,lr,original_accuracy,0.7578125
diabetes,pgd_l_inf,lr,robust_accuracy,0.25
diabetes,pgd_l_inf,svc,groundtruth_attack_success,0.7578125
diabetes,pgd_l_inf,svc,pred_attack_success,1.0
diabetes,pgd_l_inf,svc,original_accuracy,0.7578125
diabetes,pgd_l_inf,svc,robust_accuracy,0.2421875
diabetes,pgd_l_inf,nn_2,groundtruth_attack_success,0.7265625
diabetes,pgd_l_inf,nn_2,pred_attack_success,1.0
diabetes,pgd_l_inf,nn_2,original_accuracy,0.7265625
diabetes,pgd_l_inf,nn_2,robust_accuracy,0.2734375
