Dataset,Attack,Model,Metric,Value
breast_cancer,lowprofool_l_inf,svc,eval_Neighbour_Distance,0.6495552
breast_cancer,lowprofool_l_inf,nn_2,eval_L1,7.3255353
breast_cancer,lowprofool_l_inf,nn_2,eval_L2,1.6949761
breast_cancer,lowprofool_l_inf,nn_2,eval_Linf,0.70553374
breast_cancer,lowprofool_l_inf,nn_2,eval_Sen,1.8334837
breast_cancer,lowprofool_l_inf,nn_2,eval_Mahalanobis,0.45442975
breast_cancer,lowprofool_l_inf,nn_2,eval_Sparsity,29.9375
breast_cancer,lowprofool_l_inf,nn_2,eval_Neighbour_Distance,1.4083172
breast_cancer,fgsm_l_1,lr,eval_L1,0.29991376
breast_cancer,fgsm_l_1,lr,eval_L2,0.065194674
breast_cancer,fgsm_l_1,lr,eval_Linf,0.022698324
breast_cancer,fgsm_l_1,lr,eval_Sen,0.06769341
breast_cancer,fgsm_l_1,lr,eval_Mahalanobis,0.033398163
breast_cancer,fgsm_l_1,lr,eval_Sparsity,29.96875
breast_cancer,fgsm_l_1,lr,eval_Neighbour_Distance,0.065194674
breast_cancer,fgsm_l_1,svc,eval_L1,0.29980233
breast_cancer,fgsm_l_1,svc,eval_L2,0.06453836
breast_cancer,fgsm_l_1,svc,eval_Linf,0.022831846
breast_cancer,fgsm_l_1,svc,eval_Sen,0.07435897
breast_cancer,fgsm_l_1,svc,eval_Mahalanobis,0.025137123
breast_cancer,fgsm_l_1,svc,eval_Sparsity,29.9375
breast_cancer,fgsm_l_1,svc,eval_Neighbour_Distance,0.06453836
breast_cancer,fgsm_l_1,nn_2,eval_L1,0.29815128
breast_cancer,fgsm_l_1,nn_2,eval_L2,0.06767499
breast_cancer,fgsm_l_1,nn_2,eval_Linf,0.028003436
breast_cancer,fgsm_l_1,nn_2,eval_Sen,0.07594909
breast_cancer,fgsm_l_1,nn_2,eval_Mahalanobis,0.015374778
breast_cancer,fgsm_l_1,nn_2,eval_Sparsity,29.84375
breast_cancer,fgsm_l_1,nn_2,eval_Neighbour_Distance,0.06767499
breast_cancer,fgsm_l_2,lr,eval_L1,1.3792619
breast_cancer,fgsm_l_2,lr,eval_L2,0.2999228
breast_cancer,fgsm_l_2,lr,eval_Linf,0.10444457
breast_cancer,fgsm_l_2,lr,eval_Sen,0.31119993
breast_cancer,fgsm_l_2,lr,eval_Mahalanobis,0.15366638
breast_cancer,fgsm_l_2,lr,eval_Sparsity,29.96875
breast_cancer,fgsm_l_2,lr,eval_Neighbour_Distance,0.27759576
breast_cancer,fgsm_l_2,svc,eval_L1,1.3878828
breast_cancer,fgsm_l_2,svc,eval_L2,0.29911616
breast_cancer,fgsm_l_2,svc,eval_Linf,0.106119
breast_cancer,fgsm_l_2,svc,eval_Sen,0.3436981
breast_cancer,fgsm_l_2,svc,eval_Mahalanobis,0.11677013
breast_cancer,fgsm_l_2,svc,eval_Sparsity,29.9375
breast_cancer,fgsm_l_2,svc,eval_Neighbour_Distance,0.289883
breast_cancer,fgsm_l_2,nn_2,eval_L1,1.2834868
breast_cancer,fgsm_l_2,nn_2,eval_L2,0.291466
breast_cancer,fgsm_l_2,nn_2,eval_Linf,0.12314784
breast_cancer,fgsm_l_2,nn_2,eval_Sen,0.32245505
breast_cancer,fgsm_l_2,nn_2,eval_Mahalanobis,0.06768415
breast_cancer,fgsm_l_2,nn_2,eval_Sparsity,29.84375
breast_cancer,fgsm_l_2,nn_2,eval_Neighbour_Distance,0.29085556
breast_cancer,fgsm_l_inf,lr,eval_L1,8.097301
breast_cancer,fgsm_l_inf,lr,eval_L2,1.5262924
breast_cancer,fgsm_l_inf,lr,eval_Linf,0.30000004
breast_cancer,fgsm_l_inf,lr,eval_Sen,1.9884202
breast_cancer,fgsm_l_inf,lr,eval_Mahalanobis,0.7074952
breast_cancer,fgsm_l_inf,lr,eval_Sparsity,29.96875
breast_cancer,fgsm_l_inf,lr,eval_Neighbour_Distance,0.8776908
breast_cancer,fgsm_l_inf,svc,eval_L1,7.8941336
breast_cancer,fgsm_l_inf,svc,eval_L2,1.4977918
breast_cancer,fgsm_l_inf,svc,eval_Linf,0.30000004
breast_cancer,fgsm_l_inf,svc,eval_Sen,1.9371164
breast_cancer,fgsm_l_inf,svc,eval_Mahalanobis,0.5638536
breast_cancer,fgsm_l_inf,svc,eval_Sparsity,29.9375
breast_cancer,fgsm_l_inf,svc,eval_Neighbour_Distance,0.9558521
breast_cancer,fgsm_l_inf,nn_2,eval_L1,7.38042
breast_cancer,fgsm_l_inf,nn_2,eval_L2,1.4229039
breast_cancer,fgsm_l_inf,nn_2,eval_Linf,0.3
breast_cancer,fgsm_l_inf,nn_2,eval_Sen,1.8175696
breast_cancer,fgsm_l_inf,nn_2,eval_Mahalanobis,0.28065205
breast_cancer,fgsm_l_inf,nn_2,eval_Sparsity,29.84375
breast_cancer,fgsm_l_inf,nn_2,eval_Neighbour_Distance,1.2485801
breast_cancer,bim,lr,eval_L1,8.097301
breast_cancer,bim,lr,eval_L2,1.5262924
breast_cancer,bim,lr,eval_Linf,0.30000004
breast_cancer,bim,lr,eval_Sen,1.9884202
breast_cancer,bim,lr,eval_Mahalanobis,0.7074952
breast_cancer,bim,lr,eval_Sparsity,29.96875
breast_cancer,bim,lr,eval_Neighbour_Distance,0.8776908
breast_cancer,bim,svc,eval_L1,7.8941336
breast_cancer,bim,svc,eval_L2,1.4977918
breast_cancer,bim,svc,eval_Linf,0.30000004
breast_cancer,bim,svc,eval_Sen,1.9371164
breast_cancer,bim,svc,eval_Mahalanobis,0.5638536
breast_cancer,bim,svc,eval_Sparsity,29.9375
breast_cancer,bim,svc,eval_Neighbour_Distance,0.9558521
breast_cancer,bim,nn_2,eval_L1,7.763382
breast_cancer,bim,nn_2,eval_L2,1.4788052
breast_cancer,bim,nn_2,eval_Linf,0.30000004
breast_cancer,bim,nn_2,eval_Sen,1.9279482
breast_cancer,bim,nn_2,eval_Mahalanobis,0.45134145
breast_cancer,bim,nn_2,eval_Sparsity,29.953125
breast_cancer,bim,nn_2,eval_Neighbour_Distance,1.1550602
breast_cancer,mim,lr,eval_L1,8.097301
breast_cancer,mim,lr,eval_L2,1.5262924
breast_cancer,mim,lr,eval_Linf,0.30000004
breast_cancer,mim,lr,eval_Sen,1.9884202
breast_cancer,mim,lr,eval_Mahalanobis,0.7074952
breast_cancer,mim,lr,eval_Sparsity,29.96875
breast_cancer,mim,lr,eval_Neighbour_Distance,0.8776908
breast_cancer,mim,svc,eval_L1,7.8941336
breast_cancer,mim,svc,eval_L2,1.4977918
breast_cancer,mim,svc,eval_Linf,0.30000004
breast_cancer,mim,svc,eval_Sen,1.9371164
breast_cancer,mim,svc,eval_Mahalanobis,0.5638536
breast_cancer,mim,svc,eval_Sparsity,29.9375
breast_cancer,mim,svc,eval_Neighbour_Distance,0.9558521
breast_cancer,mim,nn_2,eval_L1,7.68024
breast_cancer,mim,nn_2,eval_L2,1.4671817
breast_cancer,mim,nn_2,eval_Linf,0.30000004
breast_cancer,mim,nn_2,eval_Sen,1.8999633
breast_cancer,mim,nn_2,eval_Mahalanobis,0.35518074
breast_cancer,mim,nn_2,eval_Sparsity,29.859375
breast_cancer,mim,nn_2,eval_Neighbour_Distance,1.2402165
breast_cancer,pgd_l_1,lr,eval_L1,0.29999995
breast_cancer,pgd_l_1,lr,eval_L2,0.06521355
breast_cancer,pgd_l_1,lr,eval_Linf,0.022704916
breast_cancer,pgd_l_1,lr,eval_Sen,0.0677127
breast_cancer,pgd_l_1,lr,eval_Mahalanobis,0.033407863
breast_cancer,pgd_l_1,lr,eval_Sparsity,29.96875
breast_cancer,pgd_l_1,lr,eval_Neighbour_Distance,0.06521355
breast_cancer,pgd_l_1,svc,eval_L1,0.29999995
breast_cancer,pgd_l_1,svc,eval_L2,0.064584605
breast_cancer,pgd_l_1,svc,eval_Linf,0.022848785
breast_cancer,pgd_l_1,svc,eval_Sen,0.07440337
breast_cancer,pgd_l_1,svc,eval_Mahalanobis,0.02515636
breast_cancer,pgd_l_1,svc,eval_Sparsity,29.9375
breast_cancer,pgd_l_1,svc,eval_Neighbour_Distance,0.064584605
breast_cancer,pgd_l_1,nn_2,eval_L1,0.29999992
breast_cancer,pgd_l_1,nn_2,eval_L2,0.06832679
breast_cancer,pgd_l_1,nn_2,eval_Linf,0.02800197
breast_cancer,pgd_l_1,nn_2,eval_Sen,0.07640952
breast_cancer,pgd_l_1,nn_2,eval_Mahalanobis,0.015776891
breast_cancer,pgd_l_1,nn_2,eval_Sparsity,29.84375
breast_cancer,pgd_l_1,nn_2,eval_Neighbour_Distance,0.06832679
breast_cancer,pgd_l_2,lr,eval_L1,1.3788989
breast_cancer,pgd_l_2,lr,eval_L2,0.29999992
breast_cancer,pgd_l_2,lr,eval_Linf,0.104502775
breast_cancer,pgd_l_2,lr,eval_Sen,0.3109712
breast_cancer,pgd_l_2,lr,eval_Mahalanobis,0.15374067
breast_cancer,pgd_l_2,lr,eval_Sparsity,29.96875
breast_cancer,pgd_l_2,lr,eval_Neighbour_Distance,0.27757943
breast_cancer,pgd_l_2,svc,eval_L1,1.3903673
breast_cancer,pgd_l_2,svc,eval_L2,0.29999992
breast_cancer,pgd_l_2,svc,eval_Linf,0.106849276
breast_cancer,pgd_l_2,svc,eval_Sen,0.34375566
breast_cancer,pgd_l_2,svc,eval_Mahalanobis,0.117433116
breast_cancer,pgd_l_2,svc,eval_Sparsity,29.9375
breast_cancer,pgd_l_2,svc,eval_Neighbour_Distance,0.29013163
breast_cancer,pgd_l_2,nn_2,eval_L1,1.3112184
breast_cancer,pgd_l_2,nn_2,eval_L2,0.29999992
breast_cancer,pgd_l_2,nn_2,eval_Linf,0.12253721
breast_cancer,pgd_l_2,nn_2,eval_Sen,0.32774734
breast_cancer,pgd_l_2,nn_2,eval_Mahalanobis,0.07324189
breast_cancer,pgd_l_2,nn_2,eval_Sparsity,29.84375
breast_cancer,pgd_l_2,nn_2,eval_Neighbour_Distance,0.29932985
breast_cancer,pgd_l_inf,lr,eval_L1,8.097301
breast_cancer,pgd_l_inf,lr,eval_L2,1.5262924
breast_cancer,pgd_l_inf,lr,eval_Linf,0.30000004
breast_cancer,pgd_l_inf,lr,eval_Sen,1.9884202
breast_cancer,pgd_l_inf,lr,eval_Mahalanobis,0.7074952
breast_cancer,pgd_l_inf,lr,eval_Sparsity,29.96875
breast_cancer,pgd_l_inf,lr,eval_Neighbour_Distance,0.8776908
breast_cancer,pgd_l_inf,svc,eval_L1,7.8941336
breast_cancer,pgd_l_inf,svc,eval_L2,1.4977918
breast_cancer,pgd_l_inf,svc,eval_Linf,0.30000004
breast_cancer,pgd_l_inf,svc,eval_Sen,1.9371164
breast_cancer,pgd_l_inf,svc,eval_Mahalanobis,0.5638536
breast_cancer,pgd_l_inf,svc,eval_Sparsity,29.9375
breast_cancer,pgd_l_inf,svc,eval_Neighbour_Distance,0.9558521
breast_cancer,pgd_l_inf,nn_2,eval_L1,7.68024
breast_cancer,pgd_l_inf,nn_2,eval_L2,1.4671817
breast_cancer,pgd_l_inf,nn_2,eval_Linf,0.30000004
breast_cancer,pgd_l_inf,nn_2,eval_Sen,1.8999633
breast_cancer,pgd_l_inf,nn_2,eval_Mahalanobis,0.35518074
breast_cancer,pgd_l_inf,nn_2,eval_Sparsity,29.859375
breast_cancer,pgd_l_inf,nn_2,eval_Neighbour_Distance,1.2402165
